route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
4,X,40X1170,0,413,4.0.11,
4,X,40X1180,0,416,4.0.11,
4,X,40X1190,0,407,4.0.11,
4,X,40X1200,0,415,4.0.11,
4,X,40X1210,0,402,4.0.11,
4,X,40X1220,0,411,4.0.11,
4,X,40X1230,0,408,4.0.11,
4,X,40X1240,0,405,4.0.11,
4,X,40X1250,0,403,4.0.11,
4,X,40X1260,0,406,4.0.11,
4,X,40X1270,0,414,4.0.11,
4,X,40X1280,0,404,4.0.11,
4,X,40X1290,0,410,4.0.11,
4,X,40X1300,0,409,4.0.11,
4,X,40X1310,0,401,4.0.11,
4,X,40X1320,0,412,4.0.11,
4,X,40X1330,0,413,4.0.11,
4,X,40X1340,0,416,4.0.11,
4,X,40X1350,0,910,4.0.11,
4,X,40X1360,0,415,4.0.11,
4,X,40X1370,0,402,4.0.11,
4,X,40X1380,0,411,4.0.11,
4,X,40X1390,0,408,4.0.11,
4,X,40X1400,0,405,4.0.11,
4,X,40X1410,0,403,4.0.11,
4,X,40X1420,0,406,4.0.11,
4,X,40X1430,0,414,4.0.11,
4,X,40X1440,0,404,4.0.11,
4,X,40X1450,0,410,4.0.11,
4,X,40X1460,0,409,4.0.11,
4,X,40X1470,0,401,4.0.11,
4,X,40X1480,0,412,4.0.11,
4,X,40X1490,0,413,4.0.11,
4,X,40X1500,0,416,4.0.11,
4,X,40X1510,0,910,4.0.11,
4,X,40X1520,0,404,4.0.11,
4,X,40X1530,0,402,4.0.11,
4,X,40X1540,0,409,4.0.11,
4,X,40X1550,0,408,4.0.11,
4,X,40X1560,0,412,4.0.11,
4,X,40X1570,0,403,4.0.11,
4,X,40X1580,0,416,4.0.11,
4,X,40X1590,0,414,4.0.12,
4,X,40X1610,0,410,4.0.12,
4,X,40X1620,0,401,4.0.12,
4,X,40X1630,0,413,4.0.12,
4,X,40X1640,0,910,4.0.12,
4,X,40X1650,0,402,4.0.12,
4,X,40X1660,0,413,4.0.11,
4,S,41S1010,1,2001,4.1.10,
4,S,41S1020,1,2002,4.1.9,
4,S,41S1030,1,401,4.1.9,
4,S,41S1040,1,434,4.1.9,
4,S,41S1045,1,402,4.1.9,
4,S,41S1050,1,403,4.1.9,
4,S,41S1060,1,435,4.1.9,
4,S,41S1070,1,404,4.1.9,
4,S,41S1080,1,436,4.1.9,
4,S,41S1090,1,405,4.1.9,
4,S,41S1100,1,437,4.1.9,
4,S,41S1110,1,406,4.1.9,
4,S,41S1120,1,438,4.1.9,
4,S,41S1130,1,442,4.1.9,
4,S,41S1140,1,439,4.1.9,
4,S,41S1150,1,407,4.1.9,
4,S,41S1160,1,401,4.1.9,
4,S,41S1170,1,440,4.1.9,
4,S,41S1180,1,434,4.1.9,
4,S,41S1190,1,441,4.1.9,
4,S,41S1200,1,402,4.1.9,
4,S,41S1210,1,403,4.1.9,
4,S,41S1220,1,435,4.1.9,
4,S,41S1230,1,404,4.1.9,
4,S,41S1240,1,436,4.1.9,
4,S,41S1250,1,405,4.1.9,
4,S,41S1260,1,443,4.1.9,
4,S,41S1270,1,437,4.1.9,
4,S,41S1280,1,406,4.1.9,
4,S,41S1290,1,438,4.1.9,
4,S,41S1300,1,442,4.1.9,
4,S,41S1310,1,439,4.1.9,
4,S,41S1320,1,407,4.1.9,
4,S,41S1330,1,401,4.1.9,
4,S,41S1340,1,440,4.1.9,
4,S,41S1350,1,434,4.1.9,
4,S,41S1360,1,441,4.1.9,
4,S,41S1370,1,402,4.1.9,
4,S,41S1380,1,403,4.1.9,
4,S,41S1390,1,435,4.1.9,
4,S,41S1400,1,404,4.1.9,
4,S,41S1410,1,436,4.1.9,
4,S,41S1420,1,405,4.1.9,
4,S,41S1430,1,443,4.1.9,
4,S,41S1440,1,437,4.1.9,
4,S,41S1450,1,406,4.1.9,
4,S,41S1460,1,438,4.1.9,
4,S,41S1470,1,442,4.1.9,
4,S,41S1480,1,439,4.1.9,
4,S,41S1490,1,407,4.1.9,
4,S,41S1500,1,401,4.1.9,
4,S,41S1510,1,440,4.1.9,
4,S,41S1520,1,434,4.1.9,
4,S,41S1530,1,441,4.1.9,
4,S,41S1540,1,402,4.1.9,
4,S,41S1550,1,403,4.1.9,
4,S,41S1560,1,435,4.1.9,
4,S,41S1570,1,404,4.1.9,
4,S,41S1580,1,436,4.1.9,
4,S,41S1590,1,405,4.1.9,
4,S,41S1600,1,443,4.1.9,
4,S,41S1610,1,437,4.1.9,
4,S,41S1620,1,406,4.1.10,
4,S,41S1630,1,1204,4.1.10,
4,S,41S1640,1,1238,4.1.10,
4,S,41S1650,1,434,4.1.10,
4,S,41S1660,1,402,4.1.10,
4,S,41S1670,1,405,4.1.11,
4,U,41U1010,1,401,4.1.10,
4,U,41U1020,1,1267,4.1.9,
4,U,41U1030,1,2034,4.1.9,
4,U,41U1040,1,436,4.1.9,
4,U,41U1050,1,435,4.1.9,
4,U,41U1060,1,403,4.1.9,
4,U,41U1070,1,405,4.1.9,
4,U,41U1080,1,401,4.1.9,
4,U,41U1090,1,406,4.1.9,
4,U,41U1100,1,407,4.1.9,
4,U,41U1110,1,404,4.1.9,
4,U,41U1120,1,440,4.1.9,
4,U,41U1130,1,402,4.1.9,
4,U,41U1140,1,438,4.1.9,
4,U,41U1150,1,437,4.1.9,
4,U,41U1160,1,436,4.1.9,
4,U,41U1170,1,434,4.1.9,
4,U,41U1180,1,403,4.1.9,
4,U,41U1190,1,439,4.1.9,
4,U,41U1200,1,435,4.1.9,
4,U,41U1210,1,441,4.1.9,
4,U,41U1220,1,405,4.1.9,
4,U,41U1230,1,401,4.1.9,
4,U,41U1240,1,406,4.1.9,
4,U,41U1250,1,407,4.1.9,
4,U,41U1260,1,442,4.1.9,
4,U,41U1270,1,404,4.1.9,
4,U,41U1280,1,440,4.1.9,
4,U,41U1290,1,402,4.1.9,
4,U,41U1300,1,438,4.1.9,
4,U,41U1310,1,437,4.1.9,
4,U,41U1320,1,436,4.1.9,
4,U,41U1330,1,434,4.1.9,
4,U,41U1340,1,403,4.1.9,
4,U,41U1350,1,439,4.1.9,
4,U,41U1360,1,435,4.1.9,
4,U,41U1370,1,441,4.1.9,
4,U,41U1380,1,405,4.1.9,
4,U,41U1390,1,401,4.1.9,
4,U,41U1400,1,406,4.1.9,
4,U,41U1410,1,407,4.1.9,
4,U,41U1420,1,442,4.1.9,
4,U,41U1430,1,901,4.1.9,
4,U,41U1440,1,440,4.1.9,
4,U,41U1450,1,402,4.1.9,
4,U,41U1460,1,438,4.1.9,
4,U,41U1470,1,437,4.1.9,
4,U,41U1480,1,436,4.1.9,
4,U,41U1490,1,434,4.1.9,
4,U,41U1500,1,403,4.1.9,
4,U,41U1510,1,439,4.1.9,
4,U,41U1520,1,435,4.1.11,
4,U,41U1530,1,441,4.1.9,
4,U,41U1540,1,405,4.1.11,
4,U,41U1550,1,401,4.1.9,
4,U,41U1560,1,406,4.1.11,
4,U,41U1570,1,407,4.1.9,
4,U,41U1580,1,442,4.1.11,
4,U,41U1590,1,901,4.1.10,
4,U,41U1600,1,402,4.1.10,
4,U,41U1610,1,437,4.1.10,
4,U,41U1620,1,434,4.1.10,
4,U,41U1630,1,439,4.1.10,
4,U,41U1640,1,441,4.1.10,
4,U,41U1650,1,407,4.1.11,
4,W,41W1010,1,402,4.1.10,
4,W,41W1020,1,404,4.1.9,
4,W,41W1030,1,403,4.1.9,
4,W,41W1040,1,406,4.1.9,
4,W,41W1050,1,408,4.1.9,
4,W,41W1060,1,410,4.1.9,
4,W,41W1070,1,934,4.1.9,
4,W,41W1080,1,411,4.1.9,
4,W,41W1090,1,434,4.1.9,
4,W,41W1100,1,1503,4.1.9,
4,W,41W1110,1,435,4.1.9,
4,W,41W1120,1,467,4.1.9,
4,W,41W1130,1,405,4.1.9,
4,W,41W1140,1,1239,4.1.9,
4,W,41W1150,1,437,4.1.9,
4,W,41W1160,1,407,4.1.9,
4,W,41W1170,1,438,4.1.9,
4,W,41W1180,1,439,4.1.9,
4,W,41W1190,1,440,4.1.9,
4,W,41W1200,1,401,4.1.9,
4,W,41W1210,1,402,4.1.9,
4,W,41W1220,1,444,4.1.9,
4,W,41W1230,1,403,4.1.9,
4,W,41W1240,1,406,4.1.9,
4,W,41W1250,1,408,4.1.9,
4,W,41W1260,1,410,4.1.9,
4,W,41W1270,1,442,4.1.9,
4,W,41W1280,1,411,4.1.9,
4,W,41W1290,1,434,4.1.9,
4,W,41W1300,1,435,4.1.9,
4,W,41W1310,1,467,4.1.9,
4,W,41W1320,1,405,4.1.9,
4,W,41W1330,1,436,4.1.9,
4,W,41W1340,1,407,4.1.9,
4,W,41W1350,1,438,4.1.9,
4,W,41W1360,1,409,4.1.9,
4,W,41W1370,1,440,4.1.9,
4,W,41W1380,1,401,4.1.9,
4,W,41W1390,1,402,4.1.9,
4,W,41W1400,1,404,4.1.9,
4,W,41W1410,1,444,4.1.9,
4,W,41W1420,1,403,4.1.9,
4,W,41W1430,1,1238,4.1.9,
4,W,41W1440,1,406,4.1.9,
4,W,41W1450,1,408,4.1.9,
4,W,41W1460,1,468,4.1.9,
4,W,41W1470,1,410,4.1.9,
4,W,41W1480,1,442,4.1.9,
4,W,41W1490,1,413,4.1.9,
4,W,41W1500,1,411,4.1.9,
4,W,41W1510,1,434,4.1.9,
4,W,41W1520,1,412,4.1.9,
4,W,41W1530,1,1241,4.1.9,
4,W,41W1540,1,435,4.1.9,
4,W,41W1550,1,467,4.1.9,
4,W,41W1560,1,405,4.1.9,
4,W,41W1570,1,437,4.1.9,
4,W,41W1580,1,436,4.1.9,
4,W,41W1590,1,407,4.1.9,
4,W,41W1600,1,438,4.1.9,
4,W,41W1610,1,409,4.1.9,
4,W,41W1620,1,440,4.1.9,
4,W,41W1630,1,401,4.1.9,
4,W,41W1640,1,404,4.1.9,
4,W,41W1650,1,444,4.1.9,
4,W,41W1660,1,403,4.1.9,
4,W,41W1670,1,408,4.1.9,
4,W,41W1680,1,468,4.1.9,
4,W,41W1690,1,414,4.1.9,
4,W,41W1700,1,445,4.1.9,
4,W,41W1710,1,412,4.1.9,
4,W,41W1720,1,467,4.1.9,
4,W,41W1730,1,405,4.1.10,
4,W,41W1740,1,1268,4.1.10,
4,W,41W1750,1,438,4.1.10,
4,W,41W1760,1,2035,4.1.10,
4,W,41W1770,1,444,4.1.10,
4,W,41W1780,1,408,4.1.10,
4,W,41W1790,1,412,4.1.11,
4,X,41X1010,1,401,4.1.10,
4,X,41X1020,1,1204,4.1.9,
4,X,41X1030,1,2001,4.1.9,
4,X,41X1040,1,405,4.1.9,
4,X,41X1050,1,404,4.1.9,
4,X,41X1060,1,406,4.1.9,
4,X,41X1070,1,409,4.1.9,
4,X,41X1080,1,401,4.1.9,
4,X,41X1090,1,412,4.1.9,
4,X,41X1100,1,413,4.1.9,
4,X,41X1110,1,407,4.1.9,
4,X,41X1120,1,415,4.1.9,
4,X,41X1130,1,402,4.1.9,
4,X,41X1140,1,411,4.1.9,
4,X,41X1150,1,408,4.1.9,
4,X,41X1160,1,405,4.1.9,
4,X,41X1170,1,403,4.1.9,
4,X,41X1180,1,406,4.1.9,
4,X,41X1190,1,414,4.1.9,
4,X,41X1200,1,404,4.1.9,
4,X,41X1210,1,410,4.1.9,
4,X,41X1220,1,409,4.1.9,
4,X,41X1230,1,401,4.1.9,
4,X,41X1240,1,412,4.1.9,
4,X,41X1250,1,413,4.1.9,
4,X,41X1260,1,416,4.1.9,
4,X,41X1270,1,407,4.1.9,
4,X,41X1280,1,415,4.1.9,
4,X,41X1290,1,402,4.1.9,
4,X,41X1300,1,411,4.1.9,
4,X,41X1310,1,408,4.1.9,
4,X,41X1320,1,405,4.1.9,
4,X,41X1330,1,403,4.1.9,
4,X,41X1340,1,406,4.1.9,
4,X,41X1350,1,414,4.1.9,
4,X,41X1360,1,404,4.1.9,
4,X,41X1370,1,410,4.1.9,
4,X,41X1380,1,409,4.1.9,
4,X,41X1390,1,401,4.1.9,
4,X,41X1400,1,412,4.1.9,
4,X,41X1410,1,413,4.1.9,
4,X,41X1420,1,416,4.1.9,
4,X,41X1430,1,910,4.1.9,
4,X,41X1440,1,415,4.1.9,
4,X,41X1450,1,402,4.1.9,
4,X,41X1460,1,411,4.1.9,
4,X,41X1470,1,408,4.1.9,
4,X,41X1480,1,405,4.1.9,
4,X,41X1490,1,403,4.1.9,
4,X,41X1500,1,406,4.1.9,
4,X,41X1510,1,414,4.1.9,
4,X,41X1520,1,404,4.1.11,
4,X,41X1530,1,410,4.1.9,
4,X,41X1540,1,409,4.1.11,
4,X,41X1550,1,401,4.1.9,
4,X,41X1560,1,412,4.1.11,
4,X,41X1570,1,413,4.1.9,
4,X,41X1580,1,416,4.1.11,
4,X,41X1590,1,910,4.1.10,
4,X,41X1600,1,402,4.1.10,
4,X,41X1610,1,408,4.1.10,
4,X,41X1620,1,403,4.1.10,
4,X,41X1630,1,414,4.1.10,
4,X,41X1640,1,410,4.1.10,
4,X,41X1650,1,413,4.1.11,
6,S,60S1010,0,601,6.0.2,
6,S,60S1020,0,602,6.0.2,
6,S,60S1030,0,603,6.0.2,
6,S,60S1040,0,601,6.0.2,
6,S,60S1050,0,604,6.0.2,
6,S,60S1060,0,602,6.0.2,
6,S,60S1070,0,606,6.0.2,
6,S,60S1080,0,603,6.0.2,
6,S,60S1090,0,605,6.0.2,
6,S,60S1100,0,601,6.0.2,
6,S,60S1110,0,607,6.0.2,
6,S,60S1120,0,604,6.0.2,
6,S,60S1130,0,608,6.0.2,
6,S,60S1140,0,602,6.0.2,
6,S,60S1150,0,606,6.0.2,
6,S,60S1160,0,603,6.0.2,
6,S,60S1170,0,605,6.0.2,
6,S,60S1180,0,601,6.0.2,
6,S,60S1190,0,607,6.0.2,
6,S,60S1200,0,604,6.0.2,
6,S,60S1210,0,608,6.0.2,
6,S,60S1220,0,602,6.0.2,
6,S,60S1230,0,606,6.0.2,
6,S,60S1240,0,603,6.0.2,
6,S,60S1250,0,605,6.0.2,
6,S,60S1260,0,601,6.0.2,
6,S,60S1270,0,607,6.0.2,
6,S,60S1280,0,604,6.0.2,
6,S,60S1290,0,608,6.0.2,
6,S,60S1300,0,602,6.0.2,
6,S,60S1310,0,606,6.0.2,
6,S,60S1320,0,603,6.0.2,
6,S,60S1330,0,605,6.0.2,
6,S,60S1340,0,601,6.0.2,
6,S,60S1350,0,607,6.0.2,
6,S,60S1360,0,604,6.0.2,
6,S,60S1370,0,608,6.0.2,
6,S,60S1380,0,602,6.0.2,
6,S,60S1390,0,606,6.0.2,
6,S,60S1400,0,603,6.0.2,
6,S,60S1410,0,605,6.0.2,
6,S,60S1420,0,601,6.0.2,
6,S,60S1430,0,607,6.0.2,
6,S,60S1440,0,604,6.0.2,
6,S,60S1450,0,608,6.0.2,
6,S,60S1460,0,602,6.0.2,
6,S,60S1470,0,606,6.0.2,
6,S,60S1480,0,603,6.0.2,
6,S,60S1490,0,605,6.0.2,
6,S,60S1500,0,601,6.0.2,
6,S,60S1510,0,607,6.0.2,
6,S,60S1520,0,604,6.0.2,
6,S,60S1530,0,608,6.0.2,
6,S,60S1540,0,602,6.0.2,
6,S,60S1550,0,606,6.0.2,
6,S,60S1560,0,603,6.0.2,
6,S,60S1570,0,605,6.0.2,
6,S,60S1580,0,601,6.0.2,
6,S,60S1590,0,607,6.0.2,
6,S,60S1600,0,608,6.0.2,
6,S,60S1610,0,603,6.0.2,
6,S,60S1620,0,605,6.0.2,
6,S,60S1630,0,606,6.0.2,
6,S,60S1650,0,601,6.0.2,
6,S,60S1660,0,608,6.0.2,
6,S,60S1670,0,605,6.0.2,
6,S,60S1680,0,606,6.0.2,
6,S,60S1690,0,601,6.0.2,
6,U,60U1010,0,601,6.0.2,
6,U,60U1020,0,602,6.0.2,
6,U,60U1030,0,603,6.0.2,
6,U,60U1040,0,601,6.0.2,
6,U,60U1050,0,604,6.0.2,
6,U,60U1060,0,602,6.0.2,
6,U,60U1070,0,603,6.0.2,
6,U,60U1080,0,605,6.0.2,
6,U,60U1090,0,601,6.0.2,
6,U,60U1100,0,604,6.0.2,
6,U,60U1110,0,602,6.0.2,
6,U,60U1120,0,606,6.0.2,
6,U,60U1130,0,603,6.0.2,
6,U,60U1140,0,605,6.0.2,
6,U,60U1150,0,601,6.0.2,
6,U,60U1160,0,607,6.0.2,
6,U,60U1170,0,604,6.0.2,
6,U,60U1180,0,602,6.0.2,
6,U,60U1190,0,606,6.0.2,
6,U,60U1200,0,603,6.0.2,
6,U,60U1210,0,605,6.0.2,
6,U,60U1220,0,601,6.0.2,
6,U,60U1230,0,607,6.0.2,
6,U,60U1240,0,604,6.0.2,
6,U,60U1250,0,608,6.0.2,
6,U,60U1260,0,602,6.0.2,
6,U,60U1270,0,606,6.0.2,
6,U,60U1280,0,603,6.0.2,
6,U,60U1290,0,605,6.0.2,
6,U,60U1300,0,607,6.0.2,
6,U,60U1310,0,609,6.0.2,
6,U,60U1320,0,604,6.0.2,
6,U,60U1330,0,608,6.0.2,
6,U,60U1340,0,602,6.0.2,
6,U,60U1350,0,606,6.0.2,
6,U,60U1360,0,603,6.0.2,
6,U,60U1370,0,605,6.0.2,
6,U,60U1380,0,607,6.0.2,
6,U,60U1390,0,609,6.0.2,
6,U,60U1400,0,604,6.0.2,
6,U,60U1410,0,608,6.0.2,
6,U,60U1420,0,602,6.0.2,
6,U,60U1430,0,606,6.0.2,
6,U,60U1440,0,603,6.0.2,
6,U,60U1450,0,605,6.0.2,
6,U,60U1460,0,607,6.0.2,
6,U,60U1470,0,609,6.0.2,
6,U,60U1480,0,604,6.0.2,
6,U,60U1490,0,608,6.0.2,
6,U,60U1500,0,602,6.0.2,
6,U,60U1510,0,606,6.0.2,
6,U,60U1520,0,603,6.0.2,
6,U,60U1530,0,605,6.0.2,
6,U,60U1540,0,607,6.0.2,
6,U,60U1550,0,609,6.0.2,
6,U,60U1560,0,604,6.0.2,
6,U,60U1570,0,602,6.0.2,
6,U,60U1580,0,606,6.0.2,
6,U,60U1590,0,607,6.0.2,
6,U,60U1600,0,609,6.0.2,
6,U,60U1610,0,605,6.0.2,
6,U,60U1620,0,604,6.0.2,
6,U,60U1630,0,606,6.0.2,
6,U,60U1640,0,609,6.0.2,
6,U,60U1650,0,605,6.0.2,
6,U,60U1660,0,606,6.0.2,
6,W,60W1010,0,603,6.0.2,
6,W,60W1030,0,601,6.0.2,
6,W,60W1040,0,602,6.0.2,
6,W,60W1050,0,604,6.0.2,
6,W,60W1060,0,605,6.0.2,
