stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
13267,HARWOOD @ CANTON - N - NS,,32.778518,-96.791932,,
13268,HARWOOD @ WOOD - N - NS,,32.779573,-96.793255,,
13269,HARWOOD @ COMMERCE - N - NS,,32.78081,-96.793889,,
13271,HARWOOD @ CANTON - S - NS,,32.778417,-96.791977,,
13272,HARWOOD @ YOUNG - S - NS,,32.779174,-96.792893,,
13273,HARWOOD @ CADIZ - S - NS,,32.778118,-96.791634,,
13274,HARWOOD @ ST LOUIS - S - NS,,32.77663,-96.78991,,
13275,HARWOOD @ IH 30 - S - NS,,32.775753,-96.788872,,
13276,HARWOOD @ GANO - S - FS,,32.773677,-96.785958,,
13277,HARWOOD @ HICKORY - S - NS,,32.772697,-96.784066,,
13278,HARWOOD @ CORINTH - S - NS,,32.771488,-96.78299,,
13279,HARWOOD @ COOMBS - S - NS,,32.768127,-96.780114,,
13280,HARWOOD @ GRAND - S - NS,,32.766117,-96.778344,,
13281,HARWOOD @ PARK ROW - S - NS,,32.765293,-96.777298,,
13282,HARWOOD @ SOUTH - S - NS,,32.764419,-96.776207,,
13283,LATIMER @ PENNSYLVANIA - S - NS,,32.764808,-96.770371,,
13284,LATIMER @ BIRMINGHAM - S - FS,,32.763889,-96.769272,,
13285,LATIMER @ LENWAY - S - NS,,32.762737,-96.767868,,
13286,LATIMER @ COOPER - S - NS,,32.761867,-96.766892,,
13287,LATIMER @ METROPOLITAN - S - NS,,32.760845,-96.765549,,
13288,LATIMER @ ROMINE - S - NS,,32.759567,-96.76442,,
13289,LATIMER @ HICKMAN - S - NS,,32.758556,-96.76352,,
13290,LATIMER @ EUGENE - S - NS,,32.757747,-96.762558,,
13291,LATIMER @ PINE - S - NS,,32.7564,-96.760956,,
13292,CROZIER @ PINE - S - FS,,32.755649,-96.761063,,
13293,CROZIER @ CARPENTER - S - NS,,32.754566,-96.759804,,
13294,CROZIER @ SOUTHLAND - S - NS,,32.753265,-96.758277,,
13295,CROZIER @ HATCHER - S - NS,,32.752643,-96.757569,,
13296,LELAND @ SOUTHLAND - N - NS,,32.752178,-96.759133,,
13297,SOUTHLAND @ CROZIER - E - NS,,32.753093,-96.758156,,
13312,OAK LAWN @ LEMMON - S - FS,,32.811668,-96.806079,,
13313,OAK LAWN @ HALL - S - MB,,32.810081,-96.808001,,
13315,OAK LAWN @ DICKASON - S - NS,,32.808494,-96.809205,,
13316,OAK LAWN @ ROUTH - S - NS,,32.805595,-96.812699,,
13317,OAK LAWN @ MAPLE - S - NS,,32.804496,-96.81408,,
13318,MAPLE @ HOOD - S - NS,,32.802723,-96.812706,,
13319,MAPLE @ TURTLE CREEK - S - NS,,32.801414,-96.811295,,
13320,MAPLE @ KITTRELL - S - NS,,32.799072,-96.808701,,
13323,ST PAUL @ CEDAR SPRINGS - E - FS,,32.789337,-96.804558,,
13324,ERVAY @ ELM - N - MB,,32.781562,-96.797208,,
13325,AKARD @ CEDAR SPRINGS - N - NS,,32.789241,-96.804848,,
13326,CEDAR SPRINGS @ HARWOOD - N - NS,,32.790603,-96.804932,,
13327,MAPLE @ WOLF - N - NS,,32.797828,-96.807122,,
13328,MAPLE @ HOOD - N - FS,,32.802959,-96.812874,,
13329,OAK LAWN @ CONGRESS - N - NS,,32.806808,-96.811074,,
13330,OAK LAWN @ CEDAR SPRINGS - N - NS,,32.808845,-96.808686,,
13331,OAK LAWN @ HALL - N - NS,,32.809965,-96.807829,,
13332,OAK LAWN @ LEMMON - N - NS,,32.811731,-96.805693,,
13347,NORTHWEST @ AMES - E - NS,,32.865467,-96.807618,,
13365,MALCOLM X @ MLK - N - NS,,32.76897,-96.768258,,
13367,MLK @ MEADOW - N - NS,,32.77209,-96.764939,,
13369,ROBERT B CULLUM @ GRAND - N - FS,,32.777889,-96.765404,,
13370,PEAK @ GARLAND - W - NS,,32.786079,-96.764412,,
13371,PEAK @ MAIN - W - NS,,32.789892,-96.768816,,
13372,PEAK @ ELM - W - FS,,32.790954,-96.770058,,
13373,PEAK @ VICTOR - W - NS,,32.792091,-96.771393,,
13374,PEAK @ JUNIUS - W - NS,,32.79433,-96.774025,,
13375,PEAK @ GASTON - W - NS,,32.795204,-96.775055,,
13376,PEAK @ SWISS - W - NS,,32.796355,-96.776355,,
13377,PEAK @ LIVE OAK - W - NS,,32.79778,-96.777999,,
13378,PEAK @ BRYAN - W - NS,,32.798862,-96.779305,,
13379,PEAK @ SAN JACINTO - W - NS,,32.800218,-96.780856,,
