service_id,date,exception_type
2A54,20090525,1
2A54,20080901,1
2A54,20081226,1
9A55,20070903,1
2A54,20081128,1
9A55,20071123,1
1A54,20090525,2
1A54,20090704,2
1A54,20080901,2
1A54,20081225,2
1A54,20081226,2
1A54,20081127,2
10A43,20070704,2
10A57,20070704,2
8A55,20070903,2
1A54,20081128,2
8A55,20071122,2
8A55,20071123,2
8A55,20071225,2
8A55,20071226,2
0A,20090704,1
0A,20081127,1
0A,20081225,1
